Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
ABUW_6001,-0.006914126,0.022661922,0.002197836,-0.002724163,-0.034380343,-0.000663613,-0.008926633,0.003024679,-0.017606272,0.00603581,0.008874247,-0.017279213,0.157073888,0.023033629,-0.004945974,0.011693625,0.020881294,0.000740601,0.008805624,0.01065969,-0.031061909,0.016071888,-0.000702135,0.025281277,-0.003463656,0.027373361,0.008674218,0.005029688,-0.021637991,0.006820527,-0.031022743,0.000751661,0.013068871,-0.020702715,-0.004170233,0.007337705,-0.009261973,-0.00878814,0.006693916,-0.006737191
ABUW_6002,0.010987422,0.014823358,-0.000414632,0.001592418,0.071368595,-0.012828721,-0.014638768,-0.004445373,-0.009122918,0.007148977,0.005366637,-0.01458207,0.16498447,0.005268581,0.00782755,0.004603227,-0.000957912,-0.013612892,-0.002623625,0.021081598,-0.02488096,0.015646802,-0.006690754,0.021066711,0.010680719,0.002250254,0.010439285,0.008165461,-0.027607735,0.013664087,-0.017808229,-0.010274259,-0.009795259,-0.008257093,-0.013113088,0.003547307,0.008753795,-0.00224465,0.001783989,-0.005408471
ABUW_6003,-0.002507552,0.020071007,-0.002115171,-0.015444513,-0.017413435,-0.01695371,-0.005042106,0.005147846,-0.007006372,0.032534087,0.001479939,-0.015714632,0.095652024,0.021314271,0.000541878,0.010051805,0.002717845,-0.003917412,0.017011174,0.013592179,-0.027044039,0.004636589,0.011565921,0.008997855,0.011570169,0.001338117,0.00040123,-0.000660167,-0.021510049,-0.009251362,-0.018871678,0.001857078,-5.12E-05,-0.012989172,-0.015049231,-0.013746007,0.001018631,-0.003059231,0.004042834,-0.012763097
ABUW_5001,-0.002948251,-0.009478116,-0.002381384,-0.005550915,-0.006612847,-0.003957085,-0.002147282,-0.012922364,-0.001159811,-0.012849419,0.001606114,-0.002254478,-0.003169237,0.00062895,-0.020626785,-0.00304619,-0.005329859,0.001229169,0.003052039,-0.005176774,-0.003113512,-0.008298559,-0.000866439,0.005856459,0.001147066,0.013809189,0.009787205,-0.014845936,0.008245608,-0.001335321,-0.012852011,0.003068509,-0.008169444,0.009324096,-0.008534195,-3.52E-05,0.016414013,0.000940256,0.007706652,0.007793113
ABUW_5002,-0.019451989,-0.010567728,0.005716831,-0.015963528,-0.017565256,-0.009644902,0.004317929,-0.009096506,-0.001357427,0.016318313,-0.004597732,-0.01853152,0.009821864,0.006158499,-0.005986356,0.004381472,-0.003433004,0.003779573,0.007151839,-0.005621934,0.000823961,-0.0247622,-0.00105156,0.012033054,0.004654549,-0.005709553,0.007884822,-0.014976671,0.006115739,0.004307637,-0.010848833,0.019652103,0.001600434,0.019244506,0.000333752,0.002393056,-0.007744048,0.008617103,0.013636557,0.010872507
ABUW_5003,-0.023236403,0.026372799,0.002119136,-0.032565097,0.02116402,-0.002701278,0.006612472,-0.015420142,-0.003228639,0.041910859,-0.014006799,-0.001345839,0.01092224,0.002202581,-0.01687244,0.010029973,-0.001846389,-0.000864336,0.021801114,0.008771966,-0.014233754,-0.010613181,-0.007527422,0.009621541,-0.006345956,-0.014750698,0.010170279,-0.013510284,-0.032317419,-0.008473478,-0.013184527,0.006643683,-0.013143829,0.010517452,0.012550221,0.008249857,0.002238147,0.011229207,0.016860049,0.006716727
ABUW_5004,0.019453897,-0.012741227,-0.00665391,-0.009194597,-0.00526034,-1.18E-05,-0.007139146,-0.00567011,0.008715325,-0.009652143,-0.001582518,-0.001672908,-0.012830895,0.003415602,-0.004049563,-0.005106211,-0.005421291,-0.008514139,0.010229861,0.004241161,-0.015001056,-0.007937044,-0.004886584,0.002620118,-0.002690948,-0.003942101,0.006196838,-0.001054468,-0.001907149,-0.000715806,0.00803738,0.012378447,0.00038568,0.001802952,-0.013747907,0.00114738,-0.002665703,-0.000807168,0.007054916,-0.001909356
ABUW_5005,-0.026330124,0.024053157,0.01082939,0.030666983,-0.023505165,-0.014341436,0.023531106,-0.00613401,-0.014822525,0.01985538,0.005734801,-0.000863942,0.047752852,0.010299395,0.000446239,-0.028904689,-0.003398559,-0.0007716,-0.001994363,-0.009009901,-0.019494009,-0.002852348,-0.005654234,-0.012653655,-0.012094929,0.024286411,-0.00526353,-0.021912887,0.011664991,-0.027301908,0.001950802,0.050146459,-0.005971073,0.03780586,-0.016788021,-0.035257126,0.017939931,0.004850213,0.072570507,0.01973265
ABUW_5006,0.022734806,-0.014723437,-0.001558416,0.012260241,-0.012606241,-0.044089401,0.002819889,-0.005807719,0.008877861,-0.020952181,-0.011374184,0.004097303,-0.001884071,-0.022708981,-0.013524876,0.002377832,-0.003174294,0.000561479,-0.002522666,-0.002715707,-0.005611098,0.01221658,-0.001083918,-0.019121095,0.032653754,0.023019445,-0.008687089,-0.036453933,0.013776633,-0.031156287,-0.015582254,-0.001284112,0.0003141,0.039187525,-0.008359273,0.009399497,0.017434268,0.007497962,0.00637206,-0.009460476
ABUW_5007,0.024391173,0.002899717,-0.009162431,0.006181663,0.004799748,-0.025310969,-0.003846985,-0.00404614,0.01431295,-0.014648785,-0.015070877,-0.005247344,-0.005495669,-0.012288892,-0.008497997,0.014783438,-0.011709879,0.001266668,-0.001971236,-0.002590458,0.0041326,-0.005208803,-0.001662509,-0.012952543,0.000368725,0.010645198,0.001597462,-0.032824972,-0.00852193,-0.015239381,-0.014391123,0.002381197,0.015322364,0.033784809,-0.012609379,6.61E-05,0.009629976,-0.001098377,0.001386766,-0.028700505
ABUW_5008,-0.017564252,0.002248796,0.003362069,0.012222027,0.017643761,-0.020950448,-0.003488495,0.004663129,1.06E-05,0.001009253,-0.013372676,0.00220013,0.011381627,0.004286658,-0.008117435,0.001974729,0.003573357,0.00603683,0.00779398,0.001247839,0.004075278,-0.012101896,0.001863391,-0.003872067,-0.003204346,-0.00121862,0.006216436,-0.006650493,0.001443484,0.005725059,-0.00416982,0.004112795,0.005819584,0.032333078,-0.004918665,0.010271352,-0.00532427,-0.000298931,-0.005241984,-0.00250146
ABUW_5010,0.003318285,-0.010701343,0.007512467,-0.001871395,0.012251336,0.015919864,-0.003971685,-0.002006871,-0.003975361,-0.052614451,0.003983364,0.021974009,-0.00030463,0.010710293,-0.000871919,-0.010241818,-0.00066576,0.002938668,0.005123118,0.000190482,-0.009535866,0.004052312,-0.005490754,0.007620364,-0.002874311,0.016292402,-0.004969792,-0.00621973,0.004765391,0.006870593,-0.004300464,0.002628443,0.004401238,0.013754421,0.000247985,0.016515219,0.000499047,-0.000130964,-0.003955265,0.009096114
ABUW_5011,0.001134887,-0.012855019,-0.004906905,0.002117073,0.030572416,0.02164962,-0.00547591,-0.001941207,-0.005249487,0.011634091,-0.009212406,0.01639447,-0.012857693,0.013930794,0.011551229,-0.009871918,-0.004710442,-0.002962776,0.014493012,-0.015033979,-0.001000149,-0.000175848,0.000351755,-0.010995086,0.002047035,0.012130938,0.001935151,-0.002336043,0.015500983,0.004206416,-0.001683887,-0.012561598,0.011520691,0.0305645,0.007508171,-0.001389976,-0.002200588,-0.011249497,0.010973996,-0.002331741
ABUW_5012,0.010172881,-0.006834972,0.002679079,0.000332561,-0.008630835,0.005204645,-0.008444459,0.008444824,0.004187569,-0.004113082,0.00248338,0.003596196,-0.023778532,0.023843007,0.01309085,-0.009018856,-0.005050635,-0.010371317,0.01235674,0.009220283,-0.009369134,0.00175028,0.006092956,0.008757106,0.015216631,0.002089904,-0.01268335,0.011075282,0.00270618,0.000785663,-0.010889454,0.009628684,0.006583343,0.032772369,-0.012790495,-0.006240483,-0.000745691,-0.00194773,0.009974578,-0.007382308
ABUW_5013,0.004240832,0.024531651,0.003881951,0.003905686,-0.008327173,-0.01107928,-0.018442565,0.019916928,0.014243105,-0.015883984,0.018580952,-0.019497739,0.050334969,0.006480738,-0.019912979,0.010502722,0.002344515,-0.000499877,0.022942641,-0.003015203,-0.007180141,0.002586996,-0.007594714,-0.013251382,0.017626278,0.005895265,-0.010375099,0.017102398,0.004326905,0.022175185,0.002502418,0.051219869,-0.005385963,0.071426373,0.000374045,0.004260451,-0.037698322,-0.003138039,0.023050415,-0.022932392
ABUW_5014,-0.011971196,-0.023131334,-0.053563786,0.007556256,0.020985918,0.000112262,-0.004543382,0.025190029,0.014473345,-0.021584382,-0.012014405,0.042251649,0.044811479,-0.00845825,0.001073079,-0.020350459,-0.009280621,0.007136261,-0.025016798,-0.025818068,0.002063076,-0.033750511,0.001558431,-0.016020158,0.011185051,0.038201452,0.003903754,-0.008574755,-0.004619613,-0.012564285,-0.02453019,-0.001968357,0.004666402,0.012784775,0.001277943,0.00915684,0.046406609,0.004604388,-0.005503978,-0.019246148
ABUW_0001,-0.009977597,0.007077313,0.003892297,0.019363028,-0.008264919,-0.010562205,0.002321043,-0.006133225,-0.002917514,-0.004979373,0.005309764,-0.007018609,-0.009741187,0.018514975,0.001355205,0.010061976,0.007894292,-0.002813077,0.004630686,0.002768672,-0.009095442,0.033532904,-0.016147328,0.002616012,0.012074278,-0.013412274,0.00524215,0.013094764,0.002639406,0.005862549,-0.024125048,-0.001762302,0.005087452,0.012451905,-0.001647179,-0.004499805,-0.00321328,0.011192924,-0.014766779,-0.002735356
ABUW_0002,-0.009390282,-0.001148282,-0.002139865,0.00498296,-0.00039995,0.009273609,0.000723915,-0.006621663,-0.002472588,-0.004288497,-0.004682575,-0.004679907,0.015755186,0.006900637,0.002775874,0.000321556,-0.008204059,-0.000422654,-0.007347924,0.002296125,0.009861867,0.008885401,-0.001561244,0.001635615,-0.01320045,-0.002905288,-0.005394724,0.002779061,-0.01120718,0.003869944,0.003622004,-0.005830513,0.000599425,-0.01003037,-0.009673709,-0.015269339,0.004444078,0.002073193,-0.001717258,-0.010779993
ABUW_0003,-0.014635267,0.003019279,0.004011125,0.020326819,-0.009144102,-0.034508282,-0.002257045,0.007907853,-0.00788012,-0.008956531,-0.010115683,-0.001768117,-0.01595277,0.011621368,0.003974129,-0.008619393,0.0091689,-0.002608892,-0.00035646,0.011864814,-0.00709602,0.002093114,0.00051708,0.002693675,-0.00313376,-0.002868356,-0.00193117,-0.002485124,0.00721745,-0.008714433,-0.004968882,0.00040151,0.005822848,0.007849658,-0.002998641,-0.000915769,-0.006305606,0.005166806,-0.011830946,-0.014795595
ABUW_0004,-0.010710461,0.002049554,-0.001378298,0.017190482,-0.00888563,-0.01028571,-0.003044829,0.006473883,-0.009202348,-0.005906346,-0.006454782,-0.003563589,-0.014912685,0.013539102,-0.003885849,-0.002852641,0.010006404,0.002360564,0.000803836,-0.004897747,0.001566808,0.009240826,-0.008336687,0.006483936,-0.015850282,0.004730114,-0.011077122,0.006876716,0.002504706,-0.001059128,0.002174985,-0.001687569,0.002025901,-0.007990856,0.001213582,0.00551319,0.003112876,-0.001014554,-0.009065639,0.004485574
